"Date","Price","Open","High","Low","Vol.","Change %"
"04/30/2020","29.72","29.10","30.00","28.37","33.54K","0.41%"
"04/29/2020","29.60","29.95","31.60","28.25","113.26K","2.17%"
"04/28/2020","28.97","30.00","30.02","28.01","47.39K","-2.72%"
"04/27/2020","29.78","30.00","30.07","29.21","75.01K","0.57%"
"04/24/2020","29.61","27.49","30.00","27.49","83.65K","8.94%"
"04/23/2020","27.18","28.70","29.22","26.71","20.86K","-5.36%"
"04/22/2020","28.72","29.20","29.49","27.70","24.41K","1.41%"
"04/21/2020","28.32","26.47","30.00","25.61","71.14K","3.36%"
"04/20/2020","27.40","26.10","28.40","25.45","42.14K","0.44%"
"04/17/2020","27.28","27.27","28.01","25.53","38.51K","2.52%"
"04/16/2020","26.61","25.70","27.25","23.22","136.06K","5.18%"
"04/15/2020","25.30","30.00","30.60","25.10","131.57K","-18.20%"
"04/14/2020","30.93","31.30","32.00","30.85","30.94K","-1.59%"
"04/13/2020","31.43","31.50","32.01","29.73","37.14K","-1.63%"
"04/09/2020","31.95","27.69","32.00","26.30","78.53K","17.59%"
"04/08/2020","27.17","28.80","28.80","26.56","34.74K","-4.67%"
"04/07/2020","28.50","28.55","28.55","26.91","39.10K","0.53%"
"04/06/2020","28.35","26.07","29.20","25.26","74.59K","11.83%"
"04/03/2020","25.35","25.61","26.14","24.50","83.56K","-1.90%"
"04/02/2020","25.84","25.61","28.25","24.06","48.83K","0.08%"
"04/01/2020","25.82","29.16","29.74","25.27","100.50K","-13.36%"
"03/31/2020","29.80","29.40","31.40","27.40","102.23K","0.34%"
"03/30/2020","29.70","28.00","30.01","24.26","44.69K","8.59%"
"03/27/2020","27.35","29.89","29.90","24.50","144.07K","-11.77%"
"03/26/2020","31.00","31.75","32.49","30.36","51.70K","-4.79%"
"03/25/2020","32.56","36.36","36.36","31.70","150.44K","-11.33%"
"03/24/2020","36.72","36.47","36.86","31.53","102.34K","-0.49%"
"03/23/2020","36.90","34.16","37.48","25.36","219.92K","10.74%"
"03/20/2020","33.32","25.95","40.88","23.36","1.35M","32.07%"
"03/19/2020","25.23","22.80","25.88","18.43","123.15K","36.38%"
"03/18/2020","18.50","18.13","19.50","17.61","91.84K","-3.24%"
"03/17/2020","19.12","19.38","20.21","18.20","151.30K","0.74%"
"03/16/2020","18.98","21.44","21.44","17.10","147.14K","-16.24%"
"03/13/2020","22.66","22.70","28.77","17.87","166.83K","1.52%"
"03/12/2020","22.32","23.23","24.80","21.62","103.07K","-10.72%"
"03/11/2020","25.00","30.01","31.80","22.90","408.58K","-18.11%"
"03/10/2020","30.53","28.99","34.00","28.55","196.56K","7.65%"
"03/09/2020","28.36","27.55","30.55","27.11","119.69K","0.39%"
"03/06/2020","28.25","27.49","29.05","26.55","198.60K","2.21%"
"03/05/2020","27.64","27.30","28.80","26.86","163.51K","-0.25%"
"03/04/2020","27.71","27.67","28.26","26.54","176.24K","0.87%"
"03/03/2020","27.47","27.50","28.84","26.50","242.82K","0.26%"
"03/02/2020","27.40","26.65","28.14","26.00","247.78K","3.12%"
"02/28/2020","26.57","27.13","29.06","24.80","424.05K","-3.77%"
"02/27/2020","27.61","28.21","28.85","26.80","262.59K","-3.26%"
"02/26/2020","28.54","26.14","28.58","26.14","91.16K","8.39%"
"02/25/2020","26.33","27.31","28.94","25.07","386.28K","-4.64%"
"02/24/2020","27.61","26.24","28.49","25.61","217.97K","2.07%"
"02/21/2020","27.05","26.88","28.50","26.45","256.47K","0.56%"
"02/20/2020","26.90","27.34","27.39","26.15","227.01K","1.17%"
"02/19/2020","26.59","25.54","26.96","25.54","293.34K","4.27%"
"02/18/2020","25.50","25.24","26.36","24.20","209.54K","-0.04%"
"02/14/2020","25.51","26.41","27.46","23.89","93.38K","-3.11%"
"02/13/2020","26.33","25.61","27.53","25.34","114.02K","2.25%"
"02/12/2020","25.75","26.20","26.20","24.92","105.04K","-1.87%"
"02/11/2020","26.24","26.64","26.70","25.83","129.23K","-0.98%"
"02/10/2020","26.50","26.83","27.73","25.53","90.93K","0.42%"
"02/07/2020","26.39","24.71","26.66","23.11","251.17K","6.67%"
"02/06/2020","24.74","25.27","25.55","23.14","223.14K","-1.94%"
"02/05/2020","25.23","26.09","26.09","24.50","161.30K","-1.60%"
"02/04/2020","25.64","25.13","27.45","24.30","247.22K","2.03%"
"02/03/2020","25.13","21.16","25.82","21.11","712.54K","15.28%"
